credit_history,amount,employment,residence_since,age,housing,job,telephone,foreign_worker,marital_status,sex,credit_risk
1,1301,4,2,1,1,0,0,1,1,1,1
0,1323,4,4,1,1,1,1,1,1,1,1
1,3123,1,1,1,1,1,0,1,1,0,0
1,5493,2,4,1,0,1,0,1,0,1,1
1,518,4,4,1,1,1,0,1,1,1,1
0,1216,1,4,1,1,1,0,1,0,0,1
1,1207,1,4,0,0,1,0,1,1,0,0
1,1309,2,4,1,1,0,0,1,0,0,1
0,2360,2,1,1,1,1,1,1,0,1,1
1,6850,0,2,1,1,2,1,1,0,0,1
0,1413,2,2,1,1,1,1,1,1,1,1
1,8588,4,2,1,1,2,1,0,0,1,1
1,759,3,2,1,1,1,0,1,0,0,1
1,4686,2,2,1,0,2,1,1,0,1,1
1,2687,3,4,1,0,1,1,1,0,1,1
0,2116,2,4,0,0,0,0,1,1,1,1
1,2255,1,1,1,1,1,0,1,0,1,1
0,609,3,3,1,1,1,0,0,1,1,0
0,1361,1,4,1,1,0,0,0,0,1,1
0,4165,1,4,0,0,1,1,1,1,0,0
1,1203,4,2,1,1,1,1,1,0,1,1
0,700,4,4,1,0,1,0,1,0,1,1
0,5507,4,4,1,0,1,0,1,0,1,1
1,3190,2,2,0,1,1,0,1,1,0,0
1,7119,2,4,1,0,1,0,1,0,0,1
1,3488,3,4,0,1,1,0,1,1,1,0
1,1113,2,4,1,1,2,0,1,1,1,0
1,7966,1,3,1,1,1,0,1,0,1,1
0,1532,2,3,1,1,1,0,1,0,1,0
0,1503,3,1,1,1,0,0,1,0,1,1
1,2302,2,4,1,0,1,0,1,1,0,1
1,662,1,4,1,1,0,1,1,0,1,1
1,2273,3,1,1,1,1,0,1,0,1,1
1,2631,2,4,1,0,1,1,1,1,0,0
0,1503,3,4,1,0,1,0,1,1,1,1
1,1311,3,3,1,1,1,1,1,1,1,1
1,3105,1,2,0,1,0,0,1,0,1,1
0,2319,1,1,1,0,1,0,1,1,0,1
1,1374,0,3,1,1,2,1,1,1,1,0
0,3612,4,4,1,1,1,1,1,1,1,0
1,7763,4,4,1,0,2,0,1,0,0,1
1,3049,1,1,1,1,0,0,1,1,1,0
1,1534,1,1,0,0,1,0,1,1,0,1
0,2032,4,4,1,0,1,0,1,0,1,1
1,6350,4,4,1,1,1,0,1,0,0,1
1,2864,2,1,1,1,0,0,1,0,0,1
0,1255,4,4,1,1,0,0,1,0,1,1
0,1333,0,2,1,0,1,0,1,0,0,1
0,2022,2,4,1,1,1,1,1,1,1,0
1,1552,3,1,1,1,1,0,1,0,1,1
1,626,2,4,0,1,0,0,1,1,0,0
0,3676,3,1,1,0,1,1,1,0,1,1
0,996,3,4,0,1,1,0,1,1,1,0
1,1750,4,4,1,1,0,0,1,0,1,1
1,6999,3,1,1,1,1,1,1,1,0,1
0,18424,1,1,1,1,1,0,1,0,1,1
1,1199,3,4,1,1,2,1,1,0,1,0
1,1331,1,1,0,1,1,0,1,0,0,1
1,2278,1,3,1,1,1,0,1,1,0,0
1,5003,2,4,1,1,1,1,1,1,0,0
1,3552,3,4,1,1,1,0,1,0,0,1
0,1928,1,2,1,1,0,0,1,0,0,1
1,2964,4,4,1,0,1,1,1,0,1,1
1,1546,3,4,0,0,0,0,1,0,0,1
0,683,1,2,1,1,1,0,1,1,1,0
1,12389,2,4,1,0,1,1,1,0,0,1
0,4712,2,2,0,1,2,1,1,0,1,1
0,1553,3,2,0,1,1,1,1,1,1,0
1,1372,3,3,1,1,1,0,1,1,0,1
0,2578,4,2,1,1,1,0,1,0,1,1
1,3979,3,1,1,1,1,1,1,0,1,1
1,1867,2,2,1,0,1,1,1,1,0,0
1,3234,1,4,0,0,0,1,1,1,0,0
0,5954,3,2,1,1,1,0,1,0,1,1
1,6331,0,4,1,0,2,1,1,1,1,0
0,3092,2,4,0,1,0,0,1,1,1,0
1,1082,4,4,1,1,0,0,1,0,1,1
0,2788,4,3,0,1,1,0,1,1,1,0
1,2930,3,1,1,1,1,0,1,1,1,0
0,1927,2,2,1,1,1,1,1,1,1,0
0,2820,1,4,1,1,1,0,1,1,0,1
1,937,1,3,1,1,0,0,1,1,1,1
0,1056,4,3,1,1,1,0,1,0,0,1
0,3124,1,3,1,1,0,0,1,0,1,1
1,1388,3,2,1,0,1,0,1,1,1,0
1,2384,2,1,1,0,0,0,1,0,0,1
1,2133,4,4,1,0,2,1,1,1,1,0
1,2039,2,4,0,0,1,0,1,1,0,0
0,2799,1,2,1,0,1,0,1,0,1,1
1,1289,2,1,0,1,0,0,1,0,1,1
1,1217,2,3,1,1,0,1,1,1,0,1
0,2246,4,3,1,1,1,0,1,1,0,1
0,385,3,3,1,1,0,1,1,1,1,0
0,3863,2,4,1,0,1,1,1,1,1,0
1,1572,4,4,1,1,0,0,1,0,1,0
1,2718,2,4,0,0,0,0,1,1,0,0
1,2463,4,3,1,1,2,1,1,0,0,1
1,931,1,1,1,0,0,0,1,1,0,0
1,1442,2,4,1,0,1,0,1,1,0,0
1,4241,2,4,1,1,0,1,1,0,0,1
0,2775,3,2,1,1,1,0,1,0,0,1
0,3863,2,2,1,0,2,0,1,0,1,1
1,2329,1,1,1,1,1,0,1,1,1,0
1,12976,2,1,1,1,1,0,1,1,0,0
1,1837,2,4,1,0,0,0,1,1,0,0
1,3349,2,2,0,1,2,1,1,1,0,0
1,1275,1,2,0,1,1,0,1,1,1,0
1,2828,2,4,0,1,1,1,1,0,1,1
0,4526,2,2,1,1,2,1,1,0,1,1
1,2671,2,3,1,0,1,0,1,1,0,0
1,2331,1,1,1,1,1,0,1,0,1,1
1,1300,4,4,1,0,1,0,1,0,1,1
1,2746,4,3,0,1,1,1,1,1,0,0
1,1240,4,4,1,0,0,1,1,1,0,0
0,3357,1,2,1,1,1,0,1,1,1,0
1,3632,2,4,0,0,1,0,0,1,1,0
0,1808,3,1,0,1,1,0,1,1,0,0
1,12204,2,2,1,1,2,1,1,0,1,1
0,9157,2,2,1,0,2,0,1,0,1,1
0,3676,2,3,1,0,1,0,1,0,1,1
1,3441,2,4,0,0,1,0,1,1,0,0
1,640,2,2,1,1,0,0,1,1,1,1
0,1322,3,3,1,1,1,0,1,0,1,1
0,1530,2,2,1,1,1,0,1,0,0,1
1,3914,1,1,1,1,1,0,1,1,0,1
1,1858,1,1,0,0,1,0,1,1,1,0
1,2600,2,4,1,0,1,0,1,0,0,1
1,1979,4,2,1,1,1,0,1,0,1,1
1,2116,2,2,1,1,1,1,1,0,1,1
1,1437,3,3,1,1,1,0,1,0,0,1
0,4042,2,4,1,1,1,1,1,0,1,1
1,3832,4,4,1,1,0,0,1,0,1,1
1,3660,2,4,1,1,1,0,1,1,1,0
1,1343,2,3,1,1,1,0,1,0,0,1
1,1444,1,1,0,1,1,0,1,0,1,1
1,1980,1,2,0,0,1,0,1,1,0,0
1,1355,1,4,0,1,0,1,1,1,0,0
1,1393,4,4,1,1,1,1,1,0,1,1
1,1275,3,1,1,1,1,0,1,1,1,0
0,4153,3,4,0,1,1,1,1,0,1,1
1,1493,1,3,1,1,1,0,1,1,1,0
0,4370,3,2,1,1,1,1,1,0,0,1
1,750,0,1,1,1,0,0,1,1,0,0
1,1308,4,4,1,1,0,0,1,0,1,1
1,4623,2,2,1,1,2,1,1,0,0,1
0,1851,3,2,1,1,1,1,1,1,1,1
0,1880,3,1,1,1,2,1,1,1,1,1
0,7980,1,4,1,0,1,1,1,0,0,1
1,4583,2,2,1,1,1,0,1,1,1,1
1,1386,2,2,1,1,1,0,1,1,0,0
1,947,3,3,1,1,1,0,1,0,0,1
1,684,2,4,1,0,0,0,1,0,0,1
1,2397,3,1,1,0,2,1,1,0,1,1
1,1922,2,2,1,1,0,0,1,1,0,1
1,2303,4,1,1,1,1,0,1,0,0,1
0,8086,4,4,1,1,2,1,1,0,0,1
0,2346,3,3,1,1,1,1,1,0,1,1
1,3973,0,4,0,0,1,0,1,0,1,1
1,888,4,4,1,1,0,0,1,0,0,1
1,15857,3,3,1,1,1,1,1,0,1,1
1,4221,2,2,1,1,1,0,1,0,1,0
0,6361,4,1,1,1,1,0,1,0,1,1
0,1297,2,4,1,0,1,0,1,1,1,1
1,900,2,2,0,1,1,0,1,1,0,1
1,2241,4,2,1,1,1,0,1,0,1,1
0,1050,0,1,1,1,2,1,1,0,1,1
1,1047,2,4,1,1,0,0,1,1,1,0
0,6314,0,2,1,1,2,1,1,0,1,1
1,3496,2,2,1,1,0,1,1,0,1,1
1,3609,2,1,1,1,1,0,1,1,1,0
0,4843,4,4,1,0,1,1,1,1,0,1
0,3017,4,4,1,1,1,0,1,0,1,1
0,4139,2,3,1,1,0,1,1,0,1,1
1,5742,3,2,1,1,1,1,1,0,1,1
1,10366,4,4,1,1,2,1,1,0,1,1
0,2080,2,2,0,1,1,1,1,1,1,1
0,2580,1,2,1,1,0,0,1,0,0,1
0,4530,3,4,1,0,2,1,1,1,1,0
0,5150,4,4,1,1,1,1,1,0,1,1
1,5595,4,2,0,1,1,0,1,1,0,1
1,2384,3,4,1,0,0,0,1,0,1,1
1,6361,2,1,1,1,0,0,1,1,1,0
1,1538,1,2,1,1,1,0,1,1,1,0
1,2279,2,4,1,0,1,1,1,0,1,1
0,1478,2,3,1,1,1,0,1,0,1,1
0,2675,1,3,1,0,1,1,1,1,1,1
0,9857,3,3,1,1,0,1,1,0,1,1
1,6527,2,4,1,0,0,1,1,0,1,1
0,1347,3,2,1,1,1,1,1,0,1,1
0,2862,4,3,1,0,1,0,1,0,1,1
1,2753,4,4,1,1,1,1,1,0,1,1
1,3651,2,3,1,0,1,1,1,0,1,1
0,975,2,3,0,1,1,0,1,1,1,1
0,2631,2,2,0,1,0,0,1,1,1,0
1,2896,1,1,1,1,1,0,1,0,1,1
0,4716,1,3,1,1,0,0,1,0,1,1
1,2284,3,2,1,1,1,1,1,0,1,1
1,1236,2,4,1,0,1,0,1,0,1,1
1,1103,3,3,1,1,1,0,0,0,1,1
0,926,0,2,1,1,0,0,1,1,1,0
0,1800,2,2,0,1,1,0,1,0,1,1
1,1905,4,4,1,0,2,1,1,0,1,1
1,1123,2,4,1,0,0,0,1,1,0,0
0,6331,4,4,1,0,1,1,1,0,0,1
1,1377,4,2,1,0,1,1,1,1,1,0
0,2503,4,2,1,1,1,0,1,0,1,1
1,2528,1,1,1,1,1,1,1,1,1,0
1,5324,4,4,1,0,1,0,1,1,1,0
1,6560,3,4,0,1,1,1,1,0,0,1
1,2214,1,3,1,0,1,0,1,1,0,0
1,1206,4,4,0,1,1,0,1,1,1,0
1,2118,2,2,1,1,0,0,1,0,1,1
0,629,2,3,1,1,1,1,1,0,1,1
1,1198,4,4,1,0,1,0,1,1,0,0
1,2476,4,4,1,1,2,1,1,0,1,1
0,1138,2,4,0,1,0,0,1,0,1,1
1,14027,3,2,1,1,2,1,1,0,0,1
0,7596,4,4,1,1,1,0,1,0,1,1
0,3077,4,2,1,1,1,1,1,0,1,1
1,1505,2,2,1,0,2,1,1,0,1,1
0,3148,2,2,1,1,1,1,1,0,1,1
1,6148,4,4,1,1,1,1,1,1,1,1
1,1337,1,2,1,1,2,1,1,0,0,1
1,433,1,2,0,0,2,0,1,1,0,0
1,1228,2,2,1,1,0,0,1,1,0,0
1,790,2,3,1,1,0,0,1,1,1,0
1,2570,2,3,0,0,1,0,1,1,0,0
0,250,2,2,1,1,0,0,1,1,1,0
0,1316,2,2,1,1,0,0,1,1,1,1
1,1882,2,4,0,0,1,0,1,1,0,0
1,1546,2,3,1,0,1,0,1,1,0,0
0,1275,2,4,1,1,1,1,1,1,1,1
0,6403,1,2,1,1,1,0,1,0,1,1
1,1987,2,4,0,0,0,0,1,0,0,1
1,760,3,2,1,1,0,0,1,1,1,0
1,2603,2,4,1,0,1,1,1,1,1,0
0,3380,3,1,1,1,1,1,1,1,1,0
1,7582,2,3,1,1,0,0,1,1,1,0
0,11560,2,4,0,0,2,0,1,1,0,0
1,4380,2,2,1,1,0,0,1,0,1,1
0,6761,3,3,1,1,2,1,1,0,1,1
1,4280,2,4,1,0,0,0,1,1,0,0
1,2325,3,3,1,1,1,0,1,0,1,1
1,1048,2,4,0,1,0,1,1,0,1,1
1,3160,4,3,1,1,1,1,1,0,1,1
1,2483,2,4,0,1,1,1,1,0,1,1
0,14179,3,4,1,1,2,1,1,0,1,1
0,1797,1,1,1,1,0,0,1,0,1,1
1,2511,0,4,0,0,1,0,1,1,1,0
1,1274,1,1,1,1,0,0,1,1,0,0
1,5248,2,3,1,1,1,0,1,0,1,1
0,3029,3,2,1,1,1,0,1,0,1,1
1,428,4,1,1,1,1,1,1,1,1,0
1,976,2,2,0,1,0,0,1,1,0,0
1,841,3,4,0,0,0,0,1,1,1,0
0,5771,3,2,0,1,1,0,1,1,1,0
0,4308,4,4,1,0,1,0,1,0,0,1
1,1285,3,4,1,0,1,0,1,1,0,0
0,1299,2,1,1,1,0,0,0,0,1,1
0,1271,2,4,1,0,1,1,1,0,0,1
1,1274,4,2,1,1,1,1,1,0,1,1
0,691,4,3,1,1,1,0,1,0,0,1
0,5045,4,4,1,1,1,1,1,1,1,0
0,2124,2,4,1,0,1,0,1,1,0,0
1,2214,2,3,0,1,0,0,1,0,1,1
0,12680,4,4,1,0,2,1,1,0,0,1
0,2463,3,3,1,1,1,1,1,1,1,1
1,1155,4,3,1,1,0,0,0,1,1,1
1,3108,1,4,1,1,0,0,1,1,0,1
1,2901,1,4,1,0,1,0,1,1,1,0
0,3617,2,4,1,0,1,1,1,0,1,1
0,2406,4,4,1,1,0,1,1,0,1,1
1,2812,0,4,1,0,1,0,1,1,1,0
0,3763,2,2,0,1,2,1,1,1,0,0
0,3275,4,4,1,1,2,1,1,0,1,1
0,2223,4,4,1,1,1,0,1,0,1,1
0,1480,4,4,1,0,0,0,1,0,1,1
1,1371,2,4,0,0,1,0,1,1,0,0
0,3535,3,4,1,1,1,1,1,0,1,1
1,3509,3,1,0,1,1,0,1,1,1,0
1,5711,4,2,1,1,2,1,1,0,1,1
1,3872,0,4,1,1,1,1,1,1,1,0
0,4933,2,2,0,1,1,0,1,0,0,1
0,1940,4,4,1,1,1,1,1,0,1,1
1,1410,2,1,1,1,0,1,1,0,1,1
1,836,1,2,0,1,0,0,1,1,0,0
1,6468,0,4,1,1,2,1,1,1,1,1
1,1941,2,2,1,1,0,1,1,0,1,1
1,2675,4,4,1,1,1,0,1,0,1,1
0,2751,4,3,1,0,1,1,1,0,1,1
0,6224,4,4,1,0,0,0,1,0,0,1
1,5998,2,3,1,1,1,1,1,1,0,1
1,1188,4,4,1,1,1,0,0,1,0,0
1,6313,4,4,1,1,2,1,1,0,1,1
0,1221,2,2,1,1,1,0,1,1,1,1
1,3249,4,4,1,0,1,0,1,1,1,1
1,3062,4,1,1,1,1,1,1,0,1,1
1,2301,1,4,0,0,1,1,1,1,1,0
1,3915,4,2,1,0,1,1,1,1,0,1
0,1258,1,4,0,0,0,0,1,1,1,0
0,717,4,4,1,1,1,1,1,1,1,1
1,1549,1,2,1,1,0,0,1,0,1,1
0,1597,4,4,1,0,1,0,1,0,1,1
0,1795,4,4,1,0,0,1,1,0,1,0
0,4272,4,4,0,1,1,0,1,1,1,0
0,976,4,4,1,1,1,0,1,0,1,1
1,7472,0,2,0,0,1,0,1,0,1,0
1,9271,3,1,0,1,1,1,1,0,0,1
1,590,1,3,1,1,1,0,0,1,1,1
0,930,4,4,1,1,1,0,1,0,1,1
1,9283,1,2,1,0,2,1,1,0,1,1
1,1778,1,1,1,0,0,0,1,1,0,0
1,907,1,2,1,1,1,1,1,1,1,1
1,484,2,3,1,1,0,0,1,1,1,1
0,9629,4,4,0,0,1,1,1,0,0,1
1,3051,2,4,1,1,1,0,1,0,0,1
1,3931,3,3,1,0,1,0,1,0,0,1
0,7432,2,2,1,0,1,0,1,1,1,0
1,1338,2,4,1,1,1,0,1,1,1,1
0,1922,3,3,0,1,1,1,1,1,1,0
1,15857,0,3,1,1,2,0,1,1,1,1
1,1345,2,3,1,1,1,0,1,1,0,1
1,1101,2,2,1,1,1,1,1,1,1,1
1,3016,2,1,0,1,1,0,1,1,1,1
1,2712,4,2,1,1,1,0,1,0,0,1
0,731,4,4,1,1,0,1,1,1,1,1
0,3780,1,2,1,1,2,1,1,1,1,1
0,1602,1,3,1,1,1,1,1,1,1,1
0,3966,4,4,1,0,1,1,1,1,0,0
1,4165,2,2,1,1,1,0,1,0,0,1
1,8335,4,2,1,0,1,0,1,0,0,1
0,6681,2,4,1,0,1,1,1,0,1,1
0,2375,2,2,1,1,1,1,1,0,1,1
1,1216,1,3,1,0,1,1,1,1,0,0
1,11816,4,4,1,0,1,0,1,0,0,1
1,4113,4,4,1,1,0,1,1,1,1,0
1,2327,1,3,0,1,0,0,1,1,0,0
1,1082,2,4,1,1,1,0,1,0,0,1
1,886,2,2,0,1,1,0,1,1,1,0
1,601,1,3,0,0,1,0,1,1,1,0
1,2957,4,4,1,1,1,1,1,0,1,1
0,3069,4,3,1,1,1,0,1,1,1,1
1,5179,3,2,1,1,1,0,1,0,0,1
0,2993,2,2,1,1,2,0,1,0,1,1
1,1943,1,4,1,1,1,0,1,1,0,0
1,2613,3,4,1,1,1,1,1,0,1,1
1,3422,4,4,1,1,1,1,1,0,1,1
1,3976,3,3,1,1,1,1,1,0,1,1
1,6761,2,4,1,0,1,0,1,0,0,1
1,1249,1,2,1,1,1,0,1,1,1,1
1,1364,3,4,1,1,1,0,1,0,1,1
1,6224,4,4,1,1,1,0,1,0,0,1
0,2235,4,2,1,0,1,0,0,1,0,1
0,4042,3,4,1,1,1,1,1,0,1,1
0,1471,2,4,1,0,1,1,1,0,1,1
1,1442,3,4,1,0,0,0,1,1,0,1
0,10875,4,2,1,1,1,1,1,0,1,1
1,1474,1,3,1,1,1,1,1,1,1,1
1,894,3,3,1,1,1,1,1,1,1,0
0,3343,2,2,1,0,1,1,1,0,1,1
1,3959,2,2,1,1,1,1,1,1,0,0
1,3577,2,2,1,0,1,0,0,0,1,1
0,5804,2,2,1,1,1,0,1,0,1,1
0,2169,2,2,1,1,1,1,1,1,0,1
1,2439,1,4,1,1,1,1,0,1,0,0
0,4526,1,2,1,1,0,1,1,0,1,1
1,2210,2,2,1,0,0,0,1,0,0,1
1,2221,2,4,0,0,1,0,1,1,1,0
1,2389,1,1,1,1,1,0,1,1,1,0
0,3331,4,4,1,1,1,0,1,0,1,1
1,7409,1,2,1,1,1,0,1,0,1,1
1,652,4,4,0,0,1,0,1,1,1,0
0,7678,3,4,1,1,1,1,1,1,1,0
0,1343,4,4,1,1,1,0,0,0,1,1
0,1382,3,1,1,1,1,1,1,0,1,1
1,874,1,1,0,1,1,0,1,1,1,0
1,2864,2,2,1,1,0,0,1,0,1,1
0,1322,0,4,1,0,1,0,1,1,1,0
1,1940,1,4,1,0,2,1,1,0,1,1
1,3595,4,2,1,0,1,0,1,0,1,1
1,1422,1,2,1,0,2,1,1,0,0,1
0,6742,3,3,1,1,1,0,1,0,1,1
1,7814,3,3,1,1,2,1,1,0,1,1
1,1924,2,4,1,0,1,1,1,1,1,1
0,2181,4,4,1,1,1,0,1,0,1,1
0,1098,0,4,1,1,0,0,1,1,1,0
1,4057,3,3,1,1,1,1,1,1,0,1
1,795,1,4,1,1,1,0,1,1,0,0
0,6331,3,3,1,1,1,1,1,0,1,1
1,15672,2,2,0,1,1,1,1,0,0,1
0,6614,0,4,1,1,2,1,1,0,1,1
1,7824,1,4,1,0,1,1,1,0,1,1
0,2442,4,4,1,1,2,1,1,0,1,1
0,1829,4,4,1,1,1,1,1,0,1,1
0,2171,2,4,1,1,0,0,0,0,1,1
0,5800,2,4,1,1,1,1,1,0,1,1
0,1169,2,3,1,1,1,1,1,0,1,1
0,8947,3,4,1,1,2,0,1,0,1,1
1,2606,1,2,1,0,2,1,1,1,1,0
0,1592,3,2,1,1,1,0,0,1,1,0
1,2186,3,4,1,0,0,0,1,1,1,0
1,4153,2,3,1,1,1,0,1,0,0,1
0,2625,4,4,1,0,1,1,1,0,0,1
0,3485,1,4,1,1,1,1,1,1,1,1
0,10477,4,2,1,0,1,0,1,0,1,1
1,1386,2,2,1,0,1,1,1,1,1,1
1,1278,4,1,1,1,2,1,1,0,1,1
1,1107,2,2,0,0,1,1,1,0,1,1
1,3763,3,1,0,1,0,0,0,0,1,1
1,3711,2,2,1,1,1,0,1,1,1,1
0,3594,1,2,1,1,0,0,1,1,1,0
1,3195,2,2,1,1,0,0,1,1,1,0
0,4454,2,4,1,1,1,0,1,1,1,0
0,4736,1,4,0,1,0,0,1,1,0,0
0,2991,4,4,0,1,1,0,1,1,1,0
1,2142,4,2,1,1,1,1,1,1,1,1
1,3161,2,2,1,0,1,1,1,0,0,1
1,18424,2,2,1,1,2,1,0,1,0,0
1,2848,2,2,1,1,1,0,1,0,1,1
1,14896,4,4,1,1,2,1,1,1,0,1
1,2359,0,1,1,1,0,0,1,1,0,1
1,3345,4,2,1,0,1,1,1,0,0,1
0,1817,2,2,1,1,1,0,1,1,1,0
0,12749,3,1,1,1,2,1,1,0,1,1
1,1366,1,4,0,0,1,0,1,1,0,0
1,3590,3,4,1,0,1,1,1,0,1,1
1,6872,1,1,1,1,1,1,1,1,0,1
1,697,1,2,1,1,1,1,1,0,0,1
0,1049,1,4,0,0,1,0,1,1,1,0
1,10297,3,4,1,1,1,1,1,0,0,1
1,1867,4,4,1,1,1,1,1,0,1,1
0,1344,2,2,1,1,0,1,1,0,1,1
0,1747,1,1,1,1,0,0,0,0,1,1
1,1670,1,2,0,1,1,0,1,1,0,0
0,1224,3,1,1,1,1,0,1,0,1,1
0,522,4,4,1,1,1,1,1,0,1,1
1,1498,2,1,0,1,1,0,1,1,1,0
0,1919,1,3,1,1,2,0,1,0,0,1
1,745,2,2,1,1,0,1,1,1,0,0
1,2063,1,3,1,0,2,1,1,1,1,1
1,6288,4,4,0,0,1,0,1,0,0,1
0,6842,2,2,1,1,2,1,1,0,1,1
1,3527,1,3,1,1,2,1,1,0,1,1
1,1546,2,2,1,1,0,0,1,0,1,1
1,3609,3,2,1,1,1,1,1,0,1,1
0,1455,3,1,1,1,0,0,1,0,1,1
1,1845,1,1,1,0,1,0,1,1,1,0
1,8358,1,1,1,1,1,0,1,1,1,0
1,3349,1,4,1,0,1,1,1,0,0,1
1,2859,0,4,1,1,2,1,1,0,1,1
1,1533,1,1,1,1,0,0,1,1,0,1
1,3621,4,4,1,1,1,0,1,0,0,1
0,3590,0,3,1,1,0,1,1,1,1,1
0,2145,3,1,0,1,1,1,1,1,0,1
1,4771,1,4,1,0,1,0,1,1,0,0
1,10974,0,2,1,1,2,1,1,1,0,0
1,1893,2,4,1,1,1,1,1,1,1,0
0,1231,4,4,1,0,2,1,1,1,1,0
0,3656,4,4,1,1,0,0,1,0,1,1
0,1154,4,4,1,1,0,0,1,0,1,1
1,4006,3,2,1,1,0,0,1,0,0,1
1,3069,4,4,1,0,1,0,1,0,1,1
0,1740,4,2,1,0,1,0,1,1,1,1
0,2353,0,4,1,1,1,0,1,1,1,1
1,3556,2,2,1,1,1,0,1,0,1,1
1,2397,4,2,1,1,1,1,1,0,0,1
1,454,1,1,0,1,0,0,1,1,1,1
1,1715,2,1,1,1,1,0,1,1,1,0
1,2520,2,2,0,1,0,0,1,0,0,1
1,3568,4,2,1,1,2,1,1,0,1,0
1,7166,3,4,1,0,2,1,1,1,1,1
0,3939,2,2,1,1,0,0,1,0,1,1
1,1514,4,2,0,1,1,0,1,0,1,1
1,7393,2,1,1,1,0,0,1,0,1,1
1,1193,0,4,1,0,0,0,1,1,0,0
1,7297,4,4,1,0,1,0,1,0,0,1
0,2831,2,2,1,1,1,0,1,1,1,0
1,1258,2,3,1,1,0,0,1,1,1,0
1,753,2,3,1,1,1,0,1,1,1,0
0,2427,4,4,1,1,1,0,1,0,1,1
0,2538,4,4,1,1,0,0,1,0,0,1
1,1264,2,2,0,0,1,0,1,1,0,1
0,3060,3,2,1,1,1,0,1,0,0,1
1,4844,0,2,1,0,2,1,1,0,0,1
1,2923,2,1,1,1,2,1,1,1,1,0
1,8229,4,2,1,1,1,1,1,0,0,1
0,2028,3,2,1,1,0,0,1,0,1,1
0,1433,2,3,0,0,1,0,1,0,1,0
1,6289,1,1,1,1,1,0,1,1,1,1
1,1409,0,3,1,1,1,0,1,1,1,0
1,6579,0,2,1,0,2,1,1,0,1,1
0,1743,4,2,1,1,0,0,1,0,1,1
0,3565,1,2,1,1,0,0,1,0,1,1
1,1569,4,4,1,1,0,0,1,0,1,1
1,1936,3,4,0,1,0,0,1,1,1,1
1,3959,0,3,1,1,1,1,1,0,1,1
1,2390,4,4,1,1,1,1,1,0,1,1
1,1736,3,4,1,1,1,0,1,1,1,0
1,3857,0,4,1,1,2,1,1,1,1,1
1,804,4,4,1,1,1,0,1,0,1,1
1,1845,2,4,0,0,1,1,1,0,0,1
0,4576,0,4,1,1,1,0,1,0,1,1
