credit_history,amount,employment,residence_since,age,housing,job,telephone,foreign_worker,sex,marital_status,credit_risk
1,1301,4,2,32,1,0,0,1,1,1,1
0,1323,4,4,28,1,1,1,1,1,1,1
1,3123,1,4,27,1,1,0,1,0,0,1
1,5493,4,4,31,0,1,0,1,1,1,0
1,1126,3,4,32,1,1,0,1,1,1,1
0,1216,1,4,38,1,1,0,1,1,0,0
1,1207,1,4,24,0,1,0,1,0,0,1
1,1309,2,4,27,1,0,0,1,1,0,0
0,2360,2,2,36,1,1,1,1,1,1,0
1,6850,0,2,34,1,2,1,1,1,0,0
1,1413,1,2,28,1,1,0,1,1,1,1
1,8588,4,2,45,1,2,1,1,1,1,0
1,759,3,2,26,1,1,0,1,1,0,0
1,4686,2,2,46,0,2,1,1,1,1,0
1,2687,1,4,26,0,1,1,1,1,1,0
0,2116,2,4,20,0,1,0,1,1,1,1
1,2255,1,1,54,1,1,0,1,1,1,0
0,609,3,3,37,1,1,0,0,0,1,1
0,1361,1,4,40,1,0,0,0,1,1,0
0,7127,1,4,23,0,1,1,1,0,0,1
1,1203,4,2,43,1,1,1,1,1,1,0
0,1445,4,4,36,0,1,0,1,1,1,0
0,5507,4,4,44,0,1,0,1,1,1,0
1,3190,2,2,24,1,1,0,1,0,0,1
1,7119,2,4,53,1,1,0,1,1,0,0
1,1190,3,4,23,1,1,0,1,0,1,1
1,1113,2,4,26,1,0,0,1,0,1,1
1,7966,1,3,30,1,1,0,1,1,1,0
0,1532,2,3,31,1,1,0,1,0,1,1
0,1503,3,1,42,1,0,0,1,1,1,0
1,2302,2,4,31,0,1,0,1,1,0,1
1,662,1,4,41,1,0,1,1,1,1,0
1,2273,3,1,32,1,1,0,1,1,1,0
1,2631,2,4,28,0,1,0,1,0,0,1
0,1503,2,4,41,0,1,0,1,1,1,1
1,1311,3,3,26,1,1,1,1,1,1,1
1,3105,1,2,25,1,1,0,1,1,1,0
0,2319,1,1,33,0,1,0,1,1,0,1
1,1374,0,3,75,1,2,1,1,0,1,1
0,3612,4,4,37,1,1,0,1,0,1,1
1,7763,4,4,42,0,2,0,1,1,0,0
1,3049,1,1,45,1,0,0,1,0,1,1
1,1534,1,1,23,0,1,0,1,1,0,1
0,2032,4,4,60,0,1,1,1,1,1,0
1,6350,4,4,31,1,1,0,1,1,0,0
1,2864,2,1,34,1,0,1,1,1,0,0
0,1344,4,4,61,1,0,0,1,1,1,0
0,1333,0,2,43,0,1,0,1,1,0,0
0,2022,2,4,37,1,1,1,1,0,1,1
1,1552,3,4,32,1,1,0,1,1,1,0
1,626,2,4,24,1,0,0,1,0,0,1
0,14782,3,1,35,0,1,1,1,1,1,0
0,996,3,4,23,1,1,0,1,0,1,1
1,1750,4,4,45,1,0,0,1,1,1,0
1,6999,3,1,34,1,1,1,1,1,0,1
0,1995,1,1,27,1,2,0,1,1,1,0
1,1199,3,4,67,1,2,1,1,0,1,1
1,1331,1,1,22,1,1,0,1,0,0,0
1,2278,1,3,28,1,1,0,1,0,0,1
1,5003,2,4,29,1,1,1,1,0,0,1
1,3552,3,4,27,1,1,0,1,1,0,0
0,1928,1,2,31,1,0,0,1,1,0,0
1,2964,4,4,49,0,1,1,1,1,1,0
1,1546,3,4,24,0,0,0,1,1,0,0
0,683,1,1,29,1,1,0,1,0,1,1
1,12389,2,4,37,0,1,0,1,1,0,0
0,4712,2,2,37,1,2,1,1,1,1,0
0,1553,3,2,23,0,1,1,1,0,1,1
1,1372,3,3,36,1,1,0,1,1,0,1
0,2578,4,2,34,1,1,0,1,1,1,0
1,3979,3,1,41,1,1,1,1,1,1,0
1,6758,2,2,31,0,1,1,1,0,0,1
1,3234,1,4,43,0,0,1,1,0,0,1
0,4623,3,2,38,1,1,0,1,1,1,0
1,5433,0,4,26,0,1,1,1,0,1,1
1,806,2,4,22,1,1,0,1,0,1,1
1,1082,4,4,27,1,0,0,1,1,1,0
0,2788,3,3,30,1,1,0,1,0,1,1
1,2930,3,1,27,1,1,0,1,0,1,1
0,1927,2,2,33,1,1,1,1,0,1,1
0,2820,1,4,27,1,1,0,1,1,0,1
1,937,1,3,27,1,0,0,1,1,1,1
0,1056,1,3,39,1,1,0,1,1,0,0
0,3124,1,3,49,1,0,0,1,1,1,0
1,1388,2,2,26,0,1,0,1,0,1,1
1,2384,1,1,23,0,0,0,1,1,0,0
1,2133,4,4,52,1,2,1,1,0,1,1
1,2039,2,4,20,0,1,0,1,0,0,1
0,2799,2,2,40,0,1,0,1,1,1,0
1,1289,2,1,21,1,0,0,1,0,1,0
1,1217,2,3,47,1,0,1,1,1,0,1
0,2246,4,3,60,1,1,0,1,0,0,0
0,385,3,3,58,1,0,1,1,1,1,1
0,1965,2,4,42,0,1,1,1,0,1,1
1,1572,4,4,36,1,1,0,1,0,1,1
1,2718,2,4,20,0,0,1,1,0,0,1
1,1358,4,3,40,1,2,1,1,1,0,0
1,5248,1,2,32,1,0,0,1,0,0,1
1,1442,3,4,23,0,1,0,1,0,0,1
1,4241,2,4,36,1,1,1,1,1,0,0
0,2775,3,2,31,1,1,0,1,1,0,0
0,3863,2,2,32,1,1,0,1,1,1,0
1,2329,1,1,45,1,1,0,1,0,1,1
0,918,2,1,30,1,1,0,1,0,0,1
1,1837,3,4,34,0,1,0,1,0,0,1
1,3349,2,4,28,1,2,1,1,0,0,1
1,1275,1,2,23,1,1,0,1,0,1,1
1,2828,1,4,22,1,1,1,1,1,1,0
0,3749,2,2,74,1,2,1,1,1,1,0
1,2671,2,4,50,0,1,0,1,0,0,1
1,2051,1,1,33,1,1,0,1,1,1,0
1,1469,4,4,45,0,1,0,1,1,1,0
1,741,0,3,22,1,1,0,1,0,0,1
1,1240,4,4,48,0,0,0,1,0,0,1
1,3485,1,2,29,1,1,0,1,0,1,1
1,3632,2,4,22,0,1,0,0,0,1,1
0,1808,3,1,22,1,1,0,1,0,0,1
1,12204,2,2,48,1,2,1,1,1,1,0
0,9157,2,2,27,0,2,0,1,1,1,0
0,3676,2,3,37,0,1,0,1,1,1,0
1,3441,1,4,21,0,0,0,1,0,0,1
1,1572,2,2,49,1,0,0,1,1,1,1
0,3652,3,3,27,1,1,0,1,1,1,0
0,1530,2,2,32,1,1,0,1,1,0,0
1,3914,2,2,38,1,1,0,1,1,0,1
1,1858,1,1,22,0,1,0,1,0,1,1
1,2600,2,4,65,0,1,0,1,1,0,0
1,1979,4,2,35,1,1,0,1,1,1,0
1,2116,2,2,41,1,1,1,1,1,1,0
1,1437,3,3,29,1,1,0,1,0,0,0
0,4042,2,4,36,1,1,1,1,1,1,0
1,3832,4,4,64,1,0,0,1,1,1,0
1,3660,2,4,28,1,1,0,1,0,1,1
1,1553,2,3,44,1,1,0,1,0,0,0
1,1444,1,1,23,1,1,0,1,1,1,0
1,1980,1,2,19,0,1,0,1,0,0,1
1,1355,1,4,25,0,0,1,1,0,0,1
1,1393,4,4,47,1,1,1,1,1,1,0
1,1376,3,1,28,1,1,0,1,0,1,1
0,3949,3,4,21,1,1,1,1,1,1,0
1,1493,1,3,34,1,1,0,1,0,1,1
0,4370,3,2,26,1,1,1,1,1,0,0
1,750,0,4,39,1,0,0,1,0,0,1
1,1308,4,4,38,1,0,0,1,1,1,0
1,4623,2,2,40,1,2,1,1,0,0,0
0,1851,3,2,33,1,1,1,1,1,1,1
0,1880,3,1,32,1,2,1,1,1,1,1
0,7980,1,4,27,0,1,1,1,1,0,0
1,4583,2,2,32,1,1,0,1,1,1,1
1,1386,2,2,26,1,1,0,1,0,0,1
1,947,3,3,38,0,1,0,1,1,0,0
1,684,2,4,40,0,0,0,1,1,0,0
1,7476,2,1,50,0,2,1,1,1,1,0
1,1922,2,2,37,1,0,0,1,1,0,0
1,2303,4,1,45,1,1,0,1,1,0,0
0,8086,4,4,42,1,2,1,1,0,0,0
0,2346,3,3,30,1,1,1,1,1,1,0
1,3973,0,4,22,0,1,0,1,1,1,0
1,888,4,4,41,1,0,0,1,1,0,0
1,10222,3,3,37,1,1,1,1,1,1,0
0,4221,2,2,28,1,1,0,1,0,1,1
0,6361,4,1,41,1,1,1,1,1,1,0
1,1297,4,4,23,0,1,0,1,1,1,1
0,900,2,2,23,0,1,0,1,1,0,1
1,2241,4,2,50,1,1,0,1,1,1,0
0,1050,0,1,36,1,2,1,1,1,1,0
0,1047,2,4,50,1,0,0,1,0,1,1
0,6872,0,2,27,1,1,1,1,1,1,0
1,3496,2,2,34,1,1,1,1,1,1,0
1,3609,2,1,27,1,1,0,1,0,1,1
0,4843,4,4,43,0,1,1,1,1,0,0
0,1493,4,4,47,1,1,0,1,1,1,0
0,4139,2,3,27,1,0,1,1,1,1,0
1,5742,3,2,31,1,1,1,1,1,1,0
1,10366,4,4,42,1,2,1,1,1,1,0
0,2080,2,2,24,1,1,0,1,1,1,1
0,2580,1,4,41,1,0,0,1,1,0,0
0,4530,3,4,26,0,1,1,1,0,1,1
0,5150,4,4,33,1,1,1,1,1,1,0
1,5595,2,2,24,1,1,0,1,1,0,1
1,2384,4,4,64,0,0,0,1,0,1,0
0,1453,1,1,26,1,1,0,1,0,1,1
1,1538,1,2,56,1,1,0,1,0,1,1
1,2279,2,4,37,0,1,1,1,1,1,0
0,1478,2,3,33,1,1,0,1,1,1,1
0,5103,1,3,47,0,1,1,1,1,1,1
0,9857,2,3,31,1,0,1,1,1,1,0
1,6527,2,4,34,0,1,1,1,1,1,0
0,1347,3,2,27,1,1,1,1,1,1,0
0,2862,4,3,30,1,1,0,1,1,1,0
1,2753,2,4,35,1,1,1,1,1,1,0
1,3651,2,3,31,1,1,0,1,1,1,0
1,975,2,3,25,1,1,0,1,1,1,1
1,2631,2,2,25,1,0,0,1,0,1,1
1,2896,1,1,29,1,1,0,1,1,1,0
0,4716,1,3,44,1,1,0,1,1,1,0
1,2284,3,2,28,1,1,1,1,1,1,0
1,1236,2,4,34,0,1,0,1,1,1,0
1,1103,3,3,29,1,1,0,0,1,1,0
0,926,0,2,37,1,0,0,1,0,1,1
0,1800,2,2,33,1,1,0,1,1,1,0
1,1905,4,4,23,0,2,1,1,1,1,0
0,1123,2,4,29,0,0,1,1,0,0,1
0,6331,4,4,46,0,1,1,1,1,0,0
1,1377,4,2,47,0,1,1,1,0,1,1
0,2503,4,2,41,1,1,0,1,1,1,0
1,2528,1,1,32,1,1,1,1,0,1,1
1,5324,3,4,35,0,1,0,1,0,1,1
1,6560,3,2,24,1,1,0,1,1,0,0
1,2969,1,3,25,0,1,0,1,0,0,1
1,1206,4,2,25,1,2,0,1,0,1,1
1,2118,2,2,37,1,0,0,1,1,1,0
0,629,4,3,32,1,2,1,1,1,1,0
0,1198,4,4,35,0,1,0,1,0,0,1
1,2476,4,4,46,1,2,1,1,1,1,0
0,1138,2,4,25,1,0,0,1,1,1,0
1,14027,3,2,27,1,1,0,1,1,0,0
0,7596,4,4,63,1,1,0,1,1,1,0
1,3077,4,2,40,1,1,1,1,1,1,0
1,1505,2,2,32,0,2,1,1,1,1,0
0,3148,2,2,31,1,1,1,1,1,1,0
1,6148,4,4,31,1,1,1,1,1,1,1
1,1337,1,2,34,1,2,1,1,1,0,0
1,433,1,2,24,0,1,0,1,0,0,1
1,1228,2,2,24,1,0,0,1,0,0,1
1,790,2,3,34,1,0,0,1,0,1,1
1,3568,2,3,21,0,1,0,1,0,0,1
0,250,2,2,41,1,0,0,1,1,1,1
0,1316,2,2,47,1,0,0,1,1,1,1
1,1882,2,4,25,0,1,0,1,0,0,1
1,6416,4,3,59,0,1,0,1,0,0,1
0,1275,2,4,36,1,1,1,1,1,1,1
0,6403,1,2,33,1,1,0,1,1,1,0
1,1987,2,4,21,0,0,0,1,1,0,0
1,760,3,2,44,1,0,0,1,0,1,1
1,2603,2,4,28,0,0,1,1,1,1,1
0,3380,3,2,37,1,1,0,1,0,1,1
1,3990,1,2,29,1,0,0,1,0,1,1
1,11560,2,4,23,0,2,0,1,0,0,1
0,4380,2,4,35,1,0,1,1,1,1,0
0,6761,3,3,45,1,2,1,1,1,1,0
1,4280,2,4,26,0,0,0,1,0,0,1
1,2325,3,2,32,1,1,0,1,1,1,0
0,2662,2,4,23,1,0,0,1,1,1,0
1,3160,4,3,41,1,1,1,1,1,1,0
1,2483,2,4,22,1,1,1,1,1,1,0
0,14179,3,4,30,1,2,1,1,1,1,0
0,1797,1,1,55,1,0,0,1,1,1,0
1,2511,0,4,23,0,1,0,1,0,1,1
1,1274,1,1,37,1,1,0,1,0,0,1
0,5248,2,3,26,1,1,0,1,1,1,0
1,3029,3,2,33,1,1,0,1,1,1,0
1,428,4,2,49,1,1,1,1,0,1,1
1,976,1,2,23,1,0,0,1,0,0,1
1,841,3,4,23,0,0,0,1,0,1,1
0,5771,3,2,25,1,1,0,1,0,1,1
0,1555,4,4,55,0,1,1,1,1,0,0
1,1285,3,4,32,0,1,0,1,0,0,1
0,1299,2,1,74,1,0,0,0,1,1,0
0,1271,2,4,39,0,1,0,1,1,0,0
1,1393,2,2,31,1,1,1,1,1,1,0
0,691,4,3,35,1,1,0,1,1,0,0
0,5045,4,4,59,1,0,1,1,0,1,1
0,3509,2,4,24,0,1,0,1,0,0,1
1,2214,3,3,24,1,0,0,1,1,1,0
0,12680,4,4,30,1,2,1,1,1,0,0
0,2463,3,3,27,1,2,1,1,1,1,1
1,1155,4,3,40,1,0,0,1,1,1,1
0,3108,1,4,31,1,0,0,1,1,0,1
1,2901,1,4,31,0,0,0,1,0,1,1
0,3617,4,4,28,0,1,1,1,1,1,0
0,1655,4,4,63,0,0,1,1,1,1,0
1,2812,2,4,26,0,1,0,1,0,1,1
0,8065,2,2,25,1,2,1,1,0,0,1
0,3275,4,4,36,1,2,0,1,1,1,0
0,2223,4,4,52,1,1,0,1,1,1,0
0,1480,0,4,66,0,0,0,1,1,1,0
1,1371,2,4,25,0,1,0,1,0,0,1
0,3535,3,4,30,1,1,1,1,1,1,0
1,3509,3,2,25,1,1,0,1,0,1,1
0,5711,4,2,46,1,2,1,1,1,1,0
0,3872,0,4,67,1,1,1,1,1,1,1
0,4933,3,2,25,1,1,0,1,1,0,0
0,1940,4,4,60,1,1,1,1,1,1,0
1,1410,2,2,31,1,1,1,1,1,1,0
1,836,4,2,23,1,0,0,1,0,0,1
1,6468,0,4,60,1,2,1,1,1,1,1
1,1941,2,2,35,1,0,1,1,1,1,0
1,2675,4,4,40,1,1,0,1,1,1,0
0,2751,4,3,38,1,1,1,1,1,1,0
0,6224,4,4,50,0,1,0,1,1,0,0
0,5998,2,3,27,1,1,0,1,1,0,0
1,1188,4,4,39,1,1,0,1,0,0,1
1,6313,4,4,33,1,2,1,1,1,1,0
0,1221,2,2,27,1,1,0,1,1,1,1
1,2892,4,4,51,0,1,0,1,1,1,1
1,3062,4,3,32,0,1,1,1,1,1,0
1,2301,1,4,22,0,1,0,1,1,1,1
1,7511,4,4,51,1,1,1,1,1,0,0
0,1258,1,4,22,1,0,0,1,0,1,1
0,3349,4,4,49,1,1,1,1,0,1,1
1,1549,1,2,35,1,0,0,1,1,1,0
0,1597,4,4,54,0,1,0,1,1,1,0
0,1795,3,2,48,0,0,1,0,0,1,1
0,4272,4,4,28,1,1,0,1,1,1,1
0,976,4,4,35,1,1,0,1,1,1,0
1,7472,0,2,24,0,0,0,1,0,1,1
1,9271,3,1,24,1,1,1,1,1,0,0
1,590,1,3,31,1,0,0,1,1,1,1
0,930,4,4,39,1,1,0,1,1,1,0
1,9283,0,3,55,0,2,1,1,1,1,0
1,1778,1,1,26,0,0,0,1,0,0,1
1,907,1,2,26,1,1,1,1,1,1,1
1,484,3,3,54,1,0,0,1,1,1,1
0,9629,3,4,24,1,1,1,1,1,0,0
1,3051,2,4,54,1,1,0,1,1,0,0
0,3931,3,4,46,0,1,0,1,1,0,0
0,7432,2,2,54,1,1,0,1,0,1,1
1,1338,2,4,62,1,1,0,1,1,1,1
0,9283,3,2,24,0,1,1,1,0,1,1
1,15857,0,3,43,1,2,0,1,1,1,1
1,1345,2,3,26,1,1,0,1,1,0,1
1,1101,2,2,27,1,1,1,1,1,1,1
1,3016,2,1,24,1,1,0,1,1,1,1
1,2712,4,2,41,1,1,0,1,1,0,0
0,731,4,4,47,1,0,0,1,1,1,0
0,8072,1,2,35,1,2,1,1,1,1,1
0,1602,4,2,30,1,1,1,1,1,1,1
0,3966,4,4,33,0,1,1,1,0,0,1
1,4165,2,4,36,1,1,0,1,1,0,0
1,8335,4,4,47,0,1,0,1,1,0,0
0,6681,2,4,38,0,1,0,1,1,1,0
0,2375,2,2,44,1,1,1,1,1,1,0
1,1216,1,3,23,0,1,1,1,0,0,1
1,11816,4,3,29,0,0,0,1,1,0,0
1,5084,4,4,42,1,1,1,1,0,1,1
0,2327,3,3,25,1,0,0,1,0,0,1
1,2303,2,4,48,1,1,0,1,1,0,0
1,886,2,2,35,1,1,0,1,0,1,1
1,601,1,3,57,0,0,0,1,0,1,1
0,2957,1,4,63,1,1,1,1,1,1,0
0,2611,1,3,46,1,1,0,1,1,1,1
1,1549,3,2,29,1,1,1,1,1,0,0
0,2993,2,2,28,1,0,0,1,1,1,0
1,1943,1,4,23,1,1,0,1,0,0,1
1,1559,3,4,50,1,1,1,1,1,1,0
1,3422,4,4,47,1,1,1,1,1,1,0
1,3976,3,3,35,1,1,1,1,1,1,0
1,6761,2,4,68,0,1,0,1,1,0,0
1,1249,1,2,45,1,1,0,1,1,1,1
1,4716,3,4,59,1,1,0,1,1,1,0
1,709,4,4,57,1,0,0,1,1,0,0
0,2235,2,2,33,0,1,0,0,1,0,1
0,4042,3,1,43,1,1,1,1,1,1,0
0,1471,4,4,35,0,1,1,1,1,1,0
1,1442,3,4,32,0,0,0,1,1,0,0
0,3499,4,2,45,1,1,1,1,1,1,0
1,1474,1,3,33,1,1,1,1,1,1,1
1,894,3,3,40,1,1,1,1,1,1,1
0,368,2,2,27,0,1,1,1,1,1,0
1,3959,4,2,29,1,1,1,1,0,0,1
1,3577,2,2,26,0,1,0,0,1,1,0
0,5804,2,4,27,1,1,0,1,1,1,0
0,2169,2,2,28,1,1,1,1,1,0,1
1,2439,1,4,35,1,0,1,1,0,0,1
0,4526,1,2,32,1,0,1,1,1,1,0
1,2210,2,2,25,1,0,0,1,1,0,0
1,2221,2,4,20,0,1,0,1,0,1,1
1,2389,1,1,27,1,1,0,1,0,1,1
0,3331,4,4,42,1,1,0,1,1,1,0
1,7409,4,2,37,1,1,0,1,1,1,0
1,652,4,4,24,0,1,0,1,0,1,1
0,3446,3,4,40,1,1,1,1,0,1,1
0,1343,4,4,46,1,1,0,1,1,1,0
0,1382,3,1,26,1,1,1,1,1,1,0
1,874,1,1,24,1,1,0,1,0,1,1
1,3590,2,2,29,1,0,0,1,1,1,0
0,1322,2,4,40,1,1,0,1,0,1,1
1,1940,1,4,36,0,2,1,1,1,1,0
1,3595,4,2,28,1,1,0,1,1,1,0
1,1422,1,2,27,0,2,1,1,0,0,0
0,6742,3,3,28,1,1,0,1,1,1,0
1,7814,3,3,38,1,2,1,1,1,1,0
1,9277,2,4,48,0,1,1,1,1,1,1
0,2181,4,4,36,1,1,0,1,1,1,0
0,1098,0,4,65,1,0,0,1,0,1,1
1,4057,3,3,43,1,1,1,1,1,0,1
1,795,1,4,24,1,1,0,1,0,0,1
0,2625,3,3,34,1,2,1,1,1,1,0
1,1409,0,4,23,1,1,1,1,1,0,0
0,6614,4,4,34,1,2,1,1,1,1,0
1,7824,1,4,40,0,1,1,1,1,1,0
0,2442,4,4,43,1,2,1,1,1,1,0
0,1829,4,4,46,1,1,1,1,1,1,0
0,2171,2,4,38,1,0,0,0,1,1,0
0,5800,2,4,34,1,1,1,1,1,1,0
1,1169,2,3,29,1,1,1,1,1,1,0
0,8947,3,2,31,1,2,1,1,1,1,0
1,2606,1,4,40,0,2,0,1,0,1,1
0,1592,3,2,35,1,1,0,0,0,1,1
1,2186,3,4,33,0,0,0,1,0,1,1
1,4153,2,3,42,1,1,0,1,1,0,0
0,2625,4,4,43,0,1,1,1,1,0,0
0,3485,1,4,44,1,1,1,1,1,1,1
0,10477,4,4,42,0,1,0,1,1,1,0
1,1168,2,2,40,0,1,1,1,1,1,1
1,1278,4,1,36,1,2,1,1,1,1,0
1,1107,2,2,20,0,2,1,1,1,1,0
1,3763,3,2,24,1,0,0,0,1,1,0
1,3711,2,2,27,1,1,0,1,1,1,1
0,3594,2,2,46,1,0,0,1,0,1,1
1,1823,2,2,33,1,0,0,1,0,1,1
0,4454,2,4,34,1,1,0,1,0,1,1
0,4736,1,4,25,1,0,0,1,0,0,1
1,2991,4,4,25,1,1,0,1,0,1,1
1,2142,4,2,28,1,1,1,1,0,1,1
0,1228,2,4,31,0,1,1,1,1,0,0
1,18424,2,2,32,0,2,1,0,0,0,1
1,2848,2,2,66,1,1,0,1,1,1,0
1,14896,4,4,68,1,2,0,1,1,0,0
1,2359,0,1,23,1,1,0,1,1,0,1
1,3345,4,2,39,0,2,1,1,1,0,0
0,1817,2,2,28,1,1,0,1,0,1,1
0,12749,3,1,37,1,2,1,1,1,1,0
1,1366,1,4,22,0,1,0,1,0,0,1
1,3590,3,4,30,0,1,1,1,1,1,0
1,6872,1,1,55,1,1,1,1,1,0,1
1,697,1,2,46,1,1,1,1,1,0,0
0,1950,1,4,24,0,1,0,1,0,1,1
1,10297,3,4,39,0,1,1,1,1,0,0
1,1867,4,4,58,1,1,1,1,1,1,0
0,5179,2,2,43,1,0,0,1,0,1,0
1,1747,1,1,24,1,0,0,0,1,1,0
1,1670,1,2,22,1,1,1,1,0,0,1
0,1224,2,1,30,1,1,0,1,1,1,0
0,522,4,4,42,1,1,1,1,1,1,0
1,1498,2,2,23,1,1,0,1,0,1,1
0,1919,1,3,30,1,2,0,1,1,0,0
1,745,2,2,28,1,0,0,1,0,0,1
1,2063,1,3,30,0,2,1,1,1,1,1
1,6288,2,3,42,0,1,1,1,1,0,0
0,6842,2,4,46,1,2,0,1,1,1,0
1,3527,1,3,45,1,2,1,1,1,1,0
1,1546,2,2,31,1,0,0,0,1,1,0
1,929,3,2,31,1,1,1,1,1,1,0
0,1455,3,1,42,1,0,0,1,1,1,0
1,1845,1,4,46,0,1,0,1,0,1,1
1,8358,1,1,30,1,1,0,1,0,1,1
1,3349,1,4,30,0,1,1,1,1,0,0
1,2859,2,4,38,1,2,1,1,1,1,0
1,1533,1,1,43,1,0,0,1,1,0,1
0,3621,4,4,31,1,1,0,1,1,0,0
0,3590,0,3,40,1,0,1,1,1,1,1
0,2145,3,1,24,1,1,1,1,0,0,0
1,2679,1,4,28,0,1,0,1,0,0,1
1,10974,2,2,26,1,2,1,1,0,0,1
1,1893,2,4,29,1,1,1,1,0,1,1
0,1231,4,4,57,0,1,1,1,0,1,1
0,3656,4,4,49,1,1,0,1,1,1,0
0,1154,4,4,37,1,0,0,1,1,1,0
1,4006,2,2,45,1,0,0,1,1,0,0
1,3069,4,4,30,0,1,0,1,1,1,0
0,1740,4,2,30,0,1,0,1,1,1,1
0,2353,2,4,47,1,1,1,1,1,1,1
1,3556,2,2,29,1,1,0,1,1,1,0
1,2397,4,2,35,1,1,1,1,1,0,0
1,454,1,1,22,1,0,0,1,1,1,1
1,1715,2,1,26,1,1,0,1,0,1,1
0,2520,2,2,23,1,0,0,1,0,0,0
1,3568,4,2,54,0,2,1,1,1,1,1
1,7166,3,4,29,0,1,1,1,1,1,1
0,3939,2,2,40,1,0,0,1,1,1,0
1,1514,2,2,22,1,1,0,1,1,1,0
1,7393,2,4,43,1,0,0,1,0,1,0
1,1193,1,4,29,0,0,0,1,0,0,1
1,7297,4,4,36,0,1,0,1,1,0,0
0,2831,2,2,33,1,1,1,1,0,1,1
1,1258,2,3,57,1,0,0,1,0,1,1
1,753,2,3,64,1,1,0,1,0,1,1
1,2427,4,2,42,1,1,0,1,1,1,0
0,2538,4,4,47,0,0,0,1,1,0,0
1,1264,2,2,25,0,1,0,1,1,0,1
0,4380,3,2,57,1,1,0,1,1,0,0
0,4844,0,2,33,0,2,1,1,1,0,0
1,2923,2,1,28,1,2,1,1,0,1,1
1,8229,2,2,26,1,1,0,1,1,0,0
0,2028,3,2,30,1,0,0,1,1,1,0
0,1433,2,3,25,0,1,0,1,0,1,1
0,6289,1,1,33,0,1,0,1,1,1,1
1,1409,0,4,64,1,1,0,1,0,1,1
1,6579,0,2,29,0,2,1,1,1,1,0
0,3578,4,2,48,1,0,0,1,1,1,0
0,3565,1,1,37,1,0,0,1,1,1,0
1,1569,4,4,34,1,0,0,1,1,1,0
1,1936,3,4,23,0,0,0,1,1,1,1
1,3959,0,3,61,1,2,1,1,1,1,0
1,2390,4,3,50,1,1,1,1,1,1,0
1,1736,3,4,31,1,0,0,1,0,1,1
1,1240,2,4,40,1,2,1,1,1,1,1
1,804,4,4,38,1,1,0,1,1,1,0
1,4272,2,4,23,0,1,1,1,1,0,0
0,4576,2,4,27,1,1,0,1,1,1,0
